#,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Height,Weight,Release Clause
9604,B. Singh,24,India,55,59,Bengaluru FC,180000,500,Right,2,RES,173,69,257000
9605,H. Al Mohammed,23,Saudi Arabia,55,63,Al Fateh,275000,3000,Right,3,SUB,177,74,509000
9606,J. Gale,20,England,55,67,Mansfield Town,300000,2000,Right,3,SUB,192,83,585000
9607,I. Fletcher,20,England,55,64,Middlesbrough,275000,3000,Right,2,RES,194,85,578000
9608,S. Georgiou,17,Cyprus,55,70,APOEL Nicosia FC,300000,500,Right,3,SUB,183,77,833000
9609,A. Qasem,18,Sweden,55,74,IF Elfsborg,325000,500,Left,3,SUB,178,72,609000
9610,A. Gaaei,19,Denmark,55,67,Viborg FF,300000,1000,Right,2,SUB,183,75,435000
9611,D. Teves,22,United States,55,66,Seattle Sounders FC,275000,1000,Right,2,SUB,172,63,468000
9612,B. Craig,18,United States,55,71,Philadelphia Union,300000,500,Right,2,SUB,185,72,638000
9613,S. Robinson,20,England,55,63,Port Vale,250000,950,Right,2,SUB,185,76,488000
9614,Jeong Han Min,21,Korea Republic,55,70,FC Seoul,300000,1000,Right,3,RES,183,76,563000
9615,D. Kacuri,18,Switzerland,55,73,Grasshopper Club Zürich,325000,700,Left,2,RES,190,80,674000
9616,B. Kvist,17,Denmark,55,73,Brøndby IF,325000,500,Right,3,SUB,172,65,609000
9617,J. Cropper,22,England,55,63,Grimsby Town,275000,1000,Right,2,SUB,183,70,536000
9618,M. McMillan,19,England,55,67,Fleetwood Town,300000,1000,Right,2,SUB,182,70,585000
9619,L. Duzel,20,Australia,55,61,Western United FC,200000,500,Right,2,RES,182,71,290000
9620,T. Hume,20,Northern Ireland,55,68,Sunderland,300000,2000,Right,2,SUB,180,85,743000
9621,O. Wiklöf,19,Finland,55,69,SC Freiburg II,300000,500,Right,2,RES,184,78,623000
9622,M. Al Zahrani,27,Saudi Arabia,55,56,Abha Club,150000,2000,Right,2,RES,173,65,259000
9623,M. Cudjoe,18,Ghana,55,71,Dundee United,325000,500,Right,2,RW,168,56,772000
9624,D. Hawkins,21,Wales,55,61,Shelbourne FC,200000,500,Right,2,SUB,173,65,350000
9625,Yao Xuchen,22,China PR,55,61,Hebei FC,200000,1000,Left,2,RM,176,70,350000
9626,J. Lofthouse,22,Australia,55,62,Brisbane Roar,250000,850,Right,2,SUB,170,70,363000
9627,K. Ledwidge,21,Republic of Ireland,55,62,Shelbourne FC,240000,500,Left,2,SUB,179,73,420000
9628,N. Buck,17,United States,55,72,New England Revolution,325000,500,Left,2,RES,180,72,691000
9629,A. Dohling,26,India,55,60,FC Goa,170000,500,Right,2,LB,175,67,242000
9630,D. Amaral,18,England,55,68,Preston North End,275000,1000,Right,2,RES,185,72,694000
9631,G. Dragomir,18,Romania,55,72,Sepsi OSK Sf. Gheorghe,325000,900,Left,2,RES,179,68,642000
9632,P. Weimar,26,Germany,55,57,SpVgg Bayreuth,140000,500,Right,2,RES,183,75,214000
9633,J. Robertsen,18,Norway,55,70,Tromsø IL,275000,500,Right,2,SUB,175,67,516000
9634,E. McLaughlin,20,Republic of Ireland,55,72,Derry City,325000,500,Left,2,SUB,176,71,707000
9635,L. Bolay,19,Germany,55,69,Karlsruher SC,275000,1000,Left,2,RES,176,73,598000
9636,K. Kardyś,19,Poland,55,68,PGE FKS Stal Mielec,300000,500,Right,2,SUB,179,70,593000
9637,K. Sifama,19,South Africa,55,76,Kaizer Chiefs,400000,500,Right,2,SUB,171,65,1300000
9638,D. G'Beuly,21,France,55,65,US Quevilly Rouen Métropole,275000,750,Right,2,SUB,185,67,536000
9639,E. Daškevičs,19,Latvia,55,70,Hamarkameratene,300000,500,Left,3,SUB,171,69,563000
9640,H. Biler,20,England,55,64,AFC Wimbledon,275000,1000,Right,2,SUB,176,65,536000
9641,C. Congreve,18,Wales,55,71,Swansea City,325000,1000,Left,2,SUB,180,70,821000
9642,K. Olaigbe,19,Belgium,55,67,Ross County FC,300000,4000,Right,3,SUB,178,71,
9643,O. Sivertsen,18,Norway,55,75,Kristiansund BK,350000,500,Right,2,SUB,177,72,788000
9644,M. Abo Abd,20,Saudi Arabia,55,64,Al Adalah,275000,2000,Right,2,RES,163,63,509000
9645,Rochharzela,24,India,55,61,NorthEast United FC,200000,500,Right,3,LM,176,61,310000
9646,J. Oehmichen,18,Germany,55,73,SG Dynamo Dresden,325000,500,Right,3,SUB,177,69,674000
9647,N. Al Qumairi,21,Saudi Arabia,55,66,Al Tai,275000,2000,Right,2,RES,171,66,509000
9648,Thiago,21,Brazil,55,64,Houston Dynamo,275000,950,Left,3,RES,170,78,454000
9649,I. Mohamed,21,Comoros,55,68,Stade Malherbe Caen,300000,800,Left,2,RES,191,80,713000
9650,A. Al Alawi,25,Saudi Arabia,55,59,Al Nassr,160000,5000,Left,2,RES,169,68,284000
9651,Wang Chengkuai,27,China PR,55,55,Shijiazhuang Ever Bright F.C.,130000,1000,Right,2,SUB,187,80,202000
9652,C. Smith,18,United States,55,73,FC Dallas,300000,500,Right,2,RES,178,78,638000
9653,É. N'Zeyi,24,France,55,60,Finn Harps,170000,500,Right,2,RDM,185,76,276000
9654,S. Bitsindou,26,Congo,55,58,Livingston FC,150000,1000,Right,2,SUB,191,82,274000
9655,J. Antczak,18,Poland,55,74,Lech Poznań,325000,550,Right,2,RES,168,61,658000
9656,V. Demateis,21,Argentina,55,67,Deportivo Ñublense,300000,1000,Right,2,SUB,174,78,465000
9657,M. Youla,21,Guinea,55,66,Al Tai,275000,2000,Right,2,SUB,181,73,509000
9658,M. Emilsen,19,Norway,55,74,Vålerenga Fotball,300000,500,Right,2,SUB,186,79,563000
9659,T. Fadahunsi,22,England,55,59,Sutton United,190000,2000,Right,2,SUB,173,65,347000
9660,M. Leaburn,18,England,55,71,Charlton Athletic,325000,850,Right,2,SUB,195,81,772000
9661,E. McWoods,26,United States,55,58,Finn Harps,170000,500,Left,2,SUB,179,79,276000
9662,J. Davies,19,England,55,67,Milton Keynes Dons,275000,900,Left,2,RES,188,81,536000
9663,F. Wennergrund,21,Sweden,55,63,IFK Värnamo,275000,500,Left,2,SUB,179,70,399000
9664,J. Benn,20,England,55,65,Lincoln City,275000,1000,Right,2,SUB,177,73,536000
9665,V. Behrami,18,Switzerland,55,73,Servette FC,300000,700,Left,2,RES,181,77,623000
9666,Á. Nistor,17,Romania,55,72,Sepsi OSK Sf. Gheorghe,325000,500,Left,2,RES,177,69,642000
9667,S. Kvia-Egeskog,19,Norway,55,73,Viking FK,325000,550,Right,2,RES,176,73,609000
9668,D. Bunk,18,Germany,55,74,Fortuna Düsseldorf,325000,1000,Right,2,RES,170,60,723000
9669,C. Williams,18,England,55,66,Burton Albion,275000,500,Right,2,RES,170,66,536000
9670,M. Al-Taay,22,Australia,55,64,Newcastle Jets,275000,500,Right,2,SUB,172,74,399000
9671,Choi Do Yun,21,Korea Republic,55,66,Pohang Steelers,275000,800,Left,2,SUB,174,70,399000
9672,V. Widell,19,Sweden,55,68,IF Elfsborg,275000,500,Right,2,SUB,179,72,516000
9673,K. Robinson,19,Republic of Ireland,55,64,St. Patrick's Athletic,275000,500,Left,2,SUB,182,73,481000
9674,A. Abdulai,19,England,55,69,Swansea City,275000,2000,Right,2,RES,183,75,694000
9675,A. Ranawade,24,India,55,60,Mumbai City FC,180000,500,Right,2,RB,166,69,257000
9676,C. Díaz Ferrada,19,Chile,55,67,CD Antofagasta,275000,600,Right,2,RES,183,82,426000
9677,K. Corbett,19,England,55,69,Peterborough United,300000,1000,Right,2,RES,182,72,713000
9678,J. Bickerstaff,20,England,55,65,Wrexham AFC,275000,500,Right,3,SUB,188,80,646000
9679,M. Ejdum,17,Denmark,55,67,Odense Boldklub,275000,500,Left,2,RES,168,58,399000
9680,Yang Yilin,23,China PR,55,59,Meizhou Hakka,180000,1000,Right,2,RM,176,69,293000
9681,M. Doumbia,18,Mali,55,72,FC Nordsjælland,325000,650,Right,3,SUB,186,66,609000
9682,A. Procter,20,England,55,66,Accrington Stanley,250000,650,Left,2,RES,181,72,488000
9683,C. Ebanks,19,England,55,68,Cheltenham Town,300000,900,Right,2,SUB,186,70,713000
9684,O. Al Ruwaili,23,Saudi Arabia,55,61,Abha Club,200000,2000,Right,2,ST,179,65,370000
9685,L. Barrios,23,Paraguay,55,60,General Caballero (JLM),190000,500,Right,2,SUB,165,60,423000
9686,A. Mazilu,16,Romania,55,75,FC Farul Constanța,350000,500,Left,2,RES,186,72,823000
9687,Y. El Amri,17,Morocco,55,72,Valenciennes FC,325000,500,Right,2,SUB,180,74,772000
9688,J. Rodwell-Grant,19,England,55,71,Wigan Athletic,325000,1000,Right,2,RES,188,75,804000
9689,R. Bonde,19,Sweden,55,75,AIK,350000,650,Left,2,RES,179,67,788000
9690,M. Flores,19,Paraguay,55,63,Club Sol de América,275000,500,Right,2,SUB,170,61,646000
9691,A. Al Nashri,20,Saudi Arabia,55,71,Al Ittihad,325000,3000,Right,2,SUB,175,69,756000
9692,A. Kumar,25,India,55,57,Chennaiyin FC,150000,500,Right,2,RES,174,65,214000
9693,M. Letkiewicz,18,Poland,55,66,Miedź Legnica,250000,500,Right,2,RES,184,75,388000
9694,H. Morales,20,France,55,65,Pau FC,250000,600,Right,2,SUB,179,71,488000
9695,B. Kłudka,20,Poland,55,68,Zagłębie Lubin,300000,1000,Right,2,RES,186,72,593000
9696,D. Benga,16,Romania,55,73,Universitatea Craiova,300000,500,Left,2,RES,175,60,593000
9697,G. Cooper,19,England,55,67,Mansfield Town,275000,1000,Right,2,SUB,188,73,536000
9698,R. O'Kane,18,Republic of Ireland,55,69,Dundalk FC,300000,500,Right,3,SUB,168,59,653000
9699,L. Jenkins,19,England,55,69,AFC Wimbledon,275000,1000,Right,2,SUB,180,70,653000
9700,D. Tibell,20,Sweden,55,68,IFK Norrköping,300000,950,Right,2,SUB,180,72,563000
9701,O. Bouda,22,Burkina Faso,55,67,San Jose Earthquakes,300000,1000,Right,2,SUB,180,79,495000
9702,A. Despa,20,Romania,55,66,Rapid București,275000,1000,Left,2,RES,181,71,426000
9703,W. Osula,18,Denmark,55,74,Sheffield United,325000,2000,Left,2,RES,180,75,821000
9704,J. Dickman,21,Sweden,55,66,IFK Värnamo,275000,500,Left,2,SUB,163,60,399000
9705,M. Shubbar,18,Sweden,55,65,Crawley Town,275000,1000,Left,2,RES,175,60,536000
9706,B. Zeneli,19,Sweden,55,71,IF Elfsborg,325000,600,Right,2,SUB,178,71,609000
9707,L. Moro,21,Italy,55,66,Frosinone,275000,4000,Right,2,RES,189,77,
9708,M. Madjed,17,Sweden,55,78,Varbergs BoIS FC,400000,500,Left,3,RES,178,65,900000
9709,Niu Ziyi,22,China PR,55,62,Henan Songshan Longmen FC,240000,1000,Right,2,SUB,183,79,420000
9710,M. Delorge,17,Belgium,55,75,Sint-Truidense VV,350000,500,Left,2,SUB,189,79,858000
9711,L. Jawara,20,Gambia,55,67,Viborg FF,275000,1000,Left,2,SUB,192,72,399000
9712,R. Cronvall,20,Sweden,55,67,Varbergs BoIS FC,300000,550,Right,2,SUB,175,65,435000
9713,P. Lehmann,17,Germany,55,71,SG Dynamo Dresden,300000,500,Right,2,RES,190,83,623000
9714,Lee Ho Jae,21,Korea Republic,55,61,Pohang Steelers,210000,1000,Right,2,SUB,192,84,305000
9715,Chen Rijin,23,China PR,55,62,Guangzhou FC,240000,1000,Right,2,LB,171,64,420000
9716,A. Adelgaard,18,Denmark,55,71,Odense Boldklub,300000,550,Left,2,RES,175,65,563000
9717,A. Prokopenko,20,Germany,55,65,SC Freiburg II,275000,600,Right,2,RES,180,70,454000
9718,Liu Zhurun,20,China PR,55,63,Shanghai Port FC,275000,2000,Right,2,SUB,183,72,481000
9719,A. Ioniță,18,Romania,55,72,Rapid București,325000,800,Right,2,RES,186,80,642000
9720,R. Spaltro,22,Italy,55,61,SPAL,190000,550,Right,3,RES,185,78,333000
9721,N. Pacławski,18,Poland,55,73,Lech Poznań,325000,700,Right,2,SUB,187,63,658000
9722,J. Hardy,23,England,55,60,Accrington Stanley,190000,950,Right,3,RES,170,66,347000
9723,F. Torsiello,17,Italy,55,70,SV Darmstadt 98,300000,650,Right,2,RES,178,73,668000
9724,N. Adjei,19,Ghana,55,70,Hammarby IF,275000,550,Right,2,RES,186,77,516000
9725,O. Bevan,18,Wales,55,70,AFC Bournemouth,275000,2000,Right,2,RES,186,74,722000
9726,O. Wallin,20,Sweden,55,64,Degerfors IF,250000,500,Right,2,SUB,190,83,363000
9727,K. Stokes,19,Australia,55,68,Melbourne City FC,275000,900,Right,2,SUB,186,82,516000
9728,L. Bayere Junior,21,Côte d'Ivoire,55,68,Hammarby IF,325000,950,Left,2,RES,185,76,609000
9729,E. Jones,20,Wales,55,70,Stoke City,300000,3000,Left,2,RES,183,70,758000
9730,Jeon Sung Soo,21,Korea Republic,55,66,Seongnam FC,275000,750,Right,2,SUB,185,80,399000
9731,Y. Salech,20,Denmark,55,67,Brøndby IF,300000,2000,Right,2,SUB,195,83,435000
9732,M. Doda,21,Albania,55,62,Palermo,240000,550,Right,2,SUB,180,78,420000
9733,K. Lepczyński,20,Poland,55,67,Zagłębie Lubin,275000,1000,Right,2,RES,191,80,426000
9734,D. Moreno,20,Chile,55,63,Unión La Calera,275000,600,Right,2,RES,175,72,426000
9735,I. Drapiński,18,Poland,55,69,Wisła Płock,275000,500,Left,2,RES,183,78,543000
9736,E. Uzunhan,21,Turkey,55,64,Beşiktaş JK,275000,4000,Left,2,SUB,189,72,605000
9737,H. Røsten,17,Norway,55,75,Rosenborg BK,325000,500,Right,2,SUB,192,82,731000
9738,I. García,20,Uruguay,55,66,Montevideo Wanderers,250000,500,Right,2,SUB,181,71,588000
9739,M. Boukamir,18,Morocco,55,70,Royal Charleroi S.C.,275000,600,Right,2,RES,185,78,584000
9740,N. De Queiroz,19,Switzerland,55,70,FC Lugano,275000,850,Right,2,RES,182,77,571000
9741,S. Lagerlund,19,Sweden,55,70,BK Häcken,275000,550,Right,2,SUB,186,76,516000
9742,J. Golding,17,Republic of Ireland,55,68,Oxford United,275000,500,Right,2,SUB,188,75,653000
9743,A. Al Sultan,22,Saudi Arabia,55,64,Al Tai,275000,2000,Right,2,SUB,180,72,509000
9744,A. Buttaro,19,Italy,55,68,Palermo,275000,500,Right,2,RES,183,80,598000
9745,I. Andres,22,Romania,55,66,FC Voluntari,275000,2000,Left,2,SUB,193,73,426000
9746,J. Feeney,17,England,55,80,Aston Villa,375000,500,Right,2,RES,194,82,1100000
9747,A. Busch,18,Denmark,55,70,Silkeborg IF,275000,500,Right,2,SUB,190,75,516000
9748,P. Czerech,21,Poland,55,63,Jagiellonia Białystok,275000,1000,Left,2,RES,190,78,426000
9749,M. Traore,19,Senegal,55,69,Los Angeles FC,275000,600,Left,2,SUB,182,68,584000
9750,N. Triantis,19,Australia,55,66,Central Coast Mariners,250000,500,Right,2,RCB,191,78,363000
9751,K. Burks,22,United States,55,61,Chicago Fire Football Club,180000,1000,Right,2,RES,188,87,297000
9752,M. Nocita,22,United States,55,61,New York Red Bulls,180000,1000,Right,2,SUB,203,93,297000
9753,H. Griesebner,18,Austria,55,69,SK Austria Klagenfurt,275000,500,Right,2,RES,182,71,571000
9754,N. Hansson,18,Sweden,55,68,IK Sirius,275000,500,Left,2,SUB,186,80,516000
9755,A. Tavčar,21,Slovenia,55,64,Ascoli,275000,550,Right,2,RES,197,88,495000
9756,V. Latinovich,24,Serbia,55,62,New York City FC,240000,1000,Right,2,SUB,185,82,408000
9757,B. Topalloj,21,Kosovo,55,64,Millwall,275000,1000,Right,2,SUB,185,78,578000
9758,S. Issah,22,Ghana,55,64,AFC Hermannstadt,275000,850,Right,2,SUB,188,75,426000
9759,M. Al Rubaie,26,Saudi Arabia,55,58,Al Batin,150000,2000,Right,2,SUB,182,81,259000
9760,L. Mirković,19,Serbia,55,68,Karlsruher SC,275000,1000,Right,2,RES,191,83,598000
9761,C. Tourish,27,Republic of Ireland,55,58,Finn Harps,140000,500,Right,2,RCB,188,82,228000
9762,Shi Chenglong,23,China PR,55,63,Henan Songshan Longmen FC,240000,1000,Right,1,RES,185,76,420000
9763,S. Tangvik,19,Norway,55,73,Rosenborg BK,300000,500,Right,1,SUB,185,75,563000
9764,R. Byrne,19,England,55,66,Leyton Orient,240000,750,Right,1,SUB,180,80,468000
9765,B. Al Enazi,22,Saudi Arabia,55,63,Al Tai,250000,2000,Right,1,SUB,178,70,463000
9766,L. Petzold,20,Germany,55,65,SpVgg Bayreuth,240000,500,Right,1,RES,188,70,396000
9767,G. Shelvey,21,England,55,63,Nottingham Forest,250000,4000,Right,1,RES,188,77,550000
9768,G. Molin,19,Sweden,55,69,GIF Sundsvall,250000,500,Right,1,SUB,199,87,469000
9769,M. Tollefsen,22,Norway,55,63,Tromsø IL,250000,500,Right,1,SUB,190,82,363000
9770,N. Broome,20,England,55,66,AFC Wimbledon,240000,1000,Right,1,SUB,188,86,468000
9771,N. Törnqvist,20,Sweden,55,70,Mjällby AIF,275000,500,Left,1,SUB,195,82,516000
9772,F. Kramarz,18,Poland,55,70,Cracovia,250000,500,Right,1,RES,188,78,494000
9773,B. Grawe,22,Germany,55,64,SV Sandhausen,250000,800,Right,1,SUB,190,88,450000
9774,B. Preda,27,Romania,55,59,CS Mioveni,130000,750,Right,1,SUB,189,80,185000
9775,S. Mellack,21,Germany,55,65,SC Freiburg II,250000,500,Left,1,SUB,198,99,413000
9776,J. Hammel,21,Switzerland,55,64,Grasshopper Club Zürich,250000,1000,Right,1,SUB,185,84,413000
9777,P. Moser,19,Austria,55,70,SV Ried,250000,550,Right,1,SUB,191,84,519000
9778,M. Rongier,20,France,55,69,Amiens SC,275000,550,Right,1,SUB,185,75,653000
9779,J. Bevan,19,England,55,64,Shrewsbury Town,240000,550,Right,1,SUB,193,85,468000
9780,B. Klebaniuk,20,Poland,55,70,Pogoń Szczecin,275000,750,Right,1,SUB,191,79,543000
9781,M. Topuz,21,Turkey,55,69,MKE Ankaragücü,275000,1000,Right,1,SUB,189,75,708000
9782,N. Raveyre,17,France,55,75,AS Saint-Étienne,300000,500,Right,1,RES,182,75,840000
9783,W. Sibon,18,Netherlands,55,67,FC Emmen,250000,500,Right,1,RES,180,75,413000
9784,M. Braune,19,Germany,55,67,MSV Duisburg,250000,500,Right,1,SUB,185,76,413000
9785,T. Chatelain,22,France,55,63,Stade Lavallois Mayenne FC,250000,600,Right,1,RES,187,75,488000
9786,P. Schermer,18,Austria,55,72,WSG Tirol,275000,500,Right,1,SUB,186,76,571000
9787,L. Isherwood,19,England,55,64,Accrington Stanley,240000,500,Right,1,RES,193,76,468000
9788,J. Wills,19,Scotland,55,72,St. Johnstone FC,300000,500,Right,1,RES,191,64,713000
9789,J. Burta,22,Poland,55,64,Śląsk Wrocław,250000,1000,Right,1,RES,195,86,388000
9790,D. Kaya,22,Turkey,55,65,MKE Ankaragücü,250000,1000,Right,1,RES,191,83,538000
9791,A. Makatounakis,18,Greece,55,67,SV Darmstadt 98,250000,500,Right,1,RES,186,74,450000
9792,L. Sy,18,France,55,67,Valenciennes FC,250000,500,Right,1,RES,182,75,488000
9793,Y. Boyar,23,Turkey,55,63,Atakaş Hatayspor,240000,1000,Right,1,SUB,190,79,528000
9794,V. Sinisalo,20,Finland,55,72,Burton Albion,300000,5000,Right,1,SUB,196,76,
9795,M. Kablan,22,Turkey,55,67,Fatih Karagümrük S.K.,275000,2000,Right,1,SUB,192,86,605000
9796,M. Sutton,22,Australia,55,65,Melbourne City FC,250000,1000,Right,1,SUB,188,78,363000
9797,J. Peitzmeier,21,Germany,55,64,FC St. Pauli,250000,1000,Right,1,RES,190,83,450000
9798,R. Gal,21,Romania,55,64,CFR Cluj,250000,1000,Right,1,RES,186,75,400000
9799,P. Grave,21,Germany,55,69,VfL Bochum 1848,275000,2000,Right,1,SUB,193,93,667000
9800,E. Canpolat,21,Germany,55,69,Kasimpaşa SK,275000,1000,Right,1,SUB,194,85,722000
9801,J. Dewsnup,18,United States,55,70,Real Salt Lake,250000,500,Right,1,RES,185,73,519000
9802,A. Güneren,22,Turkey,54,62,MKE Ankaragücü,240000,2000,Right,2,RES,183,70,516000
9803,C. Ballantyne,22,Scotland,54,65,St. Johnstone FC,240000,1000,Right,2,SUB,185,80,468000
9804,W. Evans,25,Wales,54,59,Newport County,150000,2000,Left,2,LWB,185,82,274000
9805,A. Bahusayn,21,Saudi Arabia,54,64,Al Ittihad,240000,4000,Right,2,SUB,170,63,456000
9806,N. Moriah-Welsh,20,Guyana,54,68,AFC Bournemouth,250000,5000,Right,2,RES,172,70,656000
9807,A. Dama,18,Turkey,54,72,MKE Ankaragücü,275000,750,Left,2,RES,173,69,708000
9808,L. Schäfer,19,Germany,54,70,VfB Oldenburg,275000,500,Left,2,RES,188,79,571000
9809,O. Hammond,19,England,54,72,Nottingham Forest,275000,5000,Right,2,RES,179,64,722000
9810,G. Molloy,20,Republic of Ireland,54,60,Shelbourne FC,170000,500,Right,2,SUB,183,77,298000
9811,D. Higgins,20,Republic of Ireland,54,61,UCD AFC,210000,500,Right,2,RCM,173,64,368000
9812,L. Hey,19,Denmark,54,72,Lyngby BK,275000,1000,Right,2,SUB,189,80,516000
9813,M. Al Bishi,22,Saudi Arabia,54,60,Al Raed,170000,3000,Right,2,SUB,175,69,315000
9814,R. Norheim,17,Norway,54,76,Tromsø IL,325000,500,Right,2,SUB,175,65,731000
9815,Shang Yin,33,China PR,54,54,Dalian Professional Football Club,70000,2000,Right,2,SUB,177,73,109000
9816,D. Reid,17,Scotland,54,78,St. Mirren,325000,500,Right,2,SUB,181,68,894000
9817,D. Poreba,19,United States,54,68,PGE FKS Stal Mielec,250000,500,Right,2,SUB,182,75,494000
9818,L. Simper,20,England,54,64,Cambridge United,220000,900,Right,2,SUB,181,68,429000
9819,Park Chang Hwan,20,Korea Republic,54,65,Incheon United FC,240000,700,Right,2,SUB,176,68,348000
9820,N. Wallenberg,19,Sweden,54,68,IFK Värnamo,250000,500,Right,2,SUB,177,72,469000
9821,P. Sonn,17,Germany,54,73,SV Darmstadt 98,275000,500,Right,2,RES,165,56,612000
9822,G. David,19,Romania,54,66,FC Botoşani,240000,850,Right,2,RES,181,72,372000
9823,T. Stockinger,22,Germany,54,60,SpVgg Bayreuth,170000,500,Left,2,RES,176,66,281000
9824,F. Wilfinger,18,Austria,54,70,TSV Egger Glas Hartberg,275000,500,Right,2,RES,180,70,571000
9825,R. Maher,17,England,54,74,Walsall,300000,500,Left,2,SUB,171,60,825000
9826,I. Zanfir,21,Romania,54,63,FC U Craiova 1948,240000,2000,Right,2,RES,177,73,372000
9827,A. Delphis,19,France,54,67,FC Sochaux-Montbéliard,250000,700,Right,2,RES,178,68,594000
9828,T. Goodrham,18,England,54,69,Oxford United,250000,850,Right,2,RES,170,60,594000
9829,P. Ramfangzauva,23,India,54,63,Odisha FC,230000,500,Right,2,LDM,178,74,357000
9830,M. Irshad,27,India,54,56,NorthEast United FC,120000,500,Right,2,LCB,176,79,171000
9831,C. Harvey,22,Panama,54,63,LA Galaxy,240000,1000,Right,2,RES,178,70,408000
9832,C. Breivik,17,Norway,54,74,Aalesunds FK,275000,500,Left,2,SUB,175,67,619000
9833,R. Șteau,21,Romania,54,64,AFC UTA Arad,240000,1000,Left,2,SUB,173,66,372000
9834,B. Ilunga,18,England,54,72,Milton Keynes Dons,250000,500,Left,2,RES,177,67,594000
9835,B. Akehurst,18,England,54,70,Gillingham,250000,550,Left,2,SUB,180,70,594000
9836,K. Frimpong,19,England,54,67,AFC Wimbledon,240000,1000,Right,2,RES,174,65,570000
9837,H. Skogvold,17,Norway,54,72,Lillestrøm SK,275000,500,Right,2,SUB,177,67,516000
9838,L. Leigh,18,England,54,74,Preston North End,300000,2000,Right,2,RES,172,67,870000
9839,F. Ali,22,India,54,62,Bengaluru FC,240000,500,Right,2,SUB,181,75,372000
9840,F. Haddad,19,Chile,54,64,Unión La Calera,230000,500,Right,2,RES,167,57,357000
9841,J. Taylor,20,England,54,68,Cheltenham Town,250000,3000,Right,2,RES,180,71,
9842,İ. Çelik,18,Turkey,54,76,Adana Demirspor,350000,1000,Right,2,SUB,173,60,1100000
9843,J. Giurgi,20,Republic of Ireland,54,63,Shelbourne FC,230000,500,Right,2,SUB,176,64,403000
9844,Lee Kang Han,22,Korea Republic,54,65,Gangwon FC,230000,950,Right,2,SUB,176,68,334000
9845,J. Sweeney,20,England,54,66,Leyton Orient,250000,2000,Left,2,RES,173,68,488000
9846,Jung Min Woo,21,Korea Republic,54,64,Gangwon FC,240000,1000,Right,2,SUB,179,71,348000
9847,Z. Ryan,23,United States,54,61,New York Red Bulls,220000,1000,Right,2,RES,185,79,363000
9848,J. Tanga,18,England,54,68,Leyton Orient,250000,850,Right,2,RES,171,70,594000
9849,V. Rona,21,Germany,54,62,SV Waldhof Mannheim 07,240000,800,Left,2,RES,178,70,396000
9850,S. Folarin,21,England,54,67,Middlesbrough,275000,3000,Right,2,SUB,175,67,694000
9851,S. Al Harbi,21,Saudi Arabia,54,63,Al Fayha,230000,2000,Right,2,RES,180,75,426000
9852,D. Gjengaar,18,Norway,54,73,Odds BK,250000,500,Right,2,SUB,177,75,469000
9853,I. Strzałek,18,Poland,54,73,Legia Warszawa,275000,550,Right,2,RES,183,65,543000
